0.92424,0.15688,0.34809,1,0.19315
0.92424,0.15688,0.34809,1,0.19315
0.92424,0.15688,0.34809,1,0.19315
0.92424,0.15688,0.34809,1,0.19315
0.93414,0.12801,0.33317,1,0.88629
0.92424,0.15688,0.34809,1,0.19315
0.90887,0.17684,0.37773,1,0.88629
0.92424,0.15688,0.34809,1,0.19315
0.93982,0.10403,0.32545,1,0.59861
0.93515,0.12639,0.33094,1,0.19315
0.45688,-0.61124,-0.64626,1,4.0433
0.90556,-0.41904,0.066097,1,1.8026
0.90652,0.1797,0.38201,1,0.19315
0.89533,0.18962,0.40302,1,2.0649
0.90652,0.1797,0.38201,1,0.19315
0.94053,0.10078,0.32441,1,0.19315
0.16177,0.025737,-0.98649,1,2.3332
0.88555,0.44513,0.13288,1,0.19315
-0.13337,0.60988,0.78119,1,0.19315
0.48595,-0.50667,-0.71214,1,3.0553
-0.53558,0.79719,-0.27866,1,0.19315
-0.39154,-0.51618,-0.76175,1,2.7581
0.11718,0.91498,-0.38611,1,0.19315
0.85057,-0.49453,-0.17882,1,1.2918
0.1378,-0.35068,-0.9263,1,1.8979
0.94588,-0.10915,-0.3056,1,2.1391
-0.70321,0.60089,-0.38003,1,2.9012
-0.53558,0.79719,-0.27866,1,0.19315
0.91403,-0.39922,0.071991,1,1.5794
0.57886,0.64795,0.49506,1,0.59861
-0.34854,-0.016608,-0.93715,1,0.19315
-0.35803,0.031234,-0.93319,1,0.59861
-0.51764,0.80526,-0.28915,1,0.88629
-0.35281,-0.0021201,-0.93569,1,0.88629
0.27893,-0.86782,0.4112,1,2.2081
-0.72269,0.58715,0.36465,1,1.9849
0.56427,-0.55022,-0.61551,1,1.2918
-0.5473,0.79326,-0.26684,1,0.59861
-0.58849,-0.79674,-0.13743,1,1.9849
-0.13337,0.60988,0.78119,1,0.19315
-0.79077,-0.61004,-0.05025,1,1.6972
0.54463,-0.70666,-0.45169,1,2.3332
-0.47714,-0.85257,0.21321,1,0.19315
0.88216,0.32316,-0.34259,1,3.3918
0.51228,-0.6988,-0.49925,1,1.6972
-0.35389,-0.001926,-0.93529,1,0.19315
-0.35709,0.029154,-0.93361,1,0.59861
-0.10733,0.11124,-0.98798,1,3.0264
0.89625,-0.26154,-0.35823,1,3.5431
0.42975,0.031,-0.90242,1,0.88629
0.22571,0.6012,0.76656,1,2.0649
-0.31762,-0.66179,-0.67908,1,0.19315
-0.48374,-0.84953,0.21046,1,1.1094
-0.26214,-0.8751,-0.40679,1,3.0835
-0.036824,-0.69363,-0.71939,1,1.2918
0.2033,0.68666,0.69798,1,0.59861
-0.70614,-0.18088,-0.68458,1,1.8026
-0.60497,0.78095,-0.15532,1,0.59861
-0.51921,0.84636,0.1187,1,1.9849
-0.4736,-0.85703,0.20297,1,0.59861
-0.93062,-0.35645,0.082954,1,0.19315
0.41422,0.029987,-0.90968,1,1.9849
-0.53791,0.79292,-0.28623,1,1.1094
0.22316,0.95899,-0.17474,1,0.59861
-0.23851,0.3288,0.91378,1,0.19315
0.19998,0.68881,0.69682,1,0.19315
-0.60527,0.77983,-0.1597,1,1.4459
0.24577,0.66157,0.70847,1,1.5794
0.52823,-0.70589,-0.4719,1,1.6972
0.94702,-0.0043115,-0.32114,1,2.1391
0.87291,-0.47425,0.11452,1,1.9849
0.88555,0.44513,0.13288,1,0.19315
0.43078,0.90088,0.053356,1,0.88629
0.44555,-0.59478,0.66912,1,0.88629
0.34463,-0.81962,-0.45766,1,1.1094
-0.62214,0.16505,0.76531,1,1.2918
-0.74879,0.39108,0.53514,1,1.9849
0.29994,0.24639,-0.92159,1,1.2918
0.9009,-0.4327,-0.034008,1,3.2377
-0.45388,-0.85497,0.25102,1,1.4459
-0.7053,-0.17305,-0.68746,1,0.19315
0.54286,-0.5238,-0.65645,1,1.2918
-0.34003,0.081748,-0.93685,1,0.59861
-0.35653,0.034153,-0.93366,1,0.88629
-0.36104,0.1177,-0.92509,1,0.88629
0.2346,0.57843,0.78127,1,0.88629
-0.24817,0.32388,0.91297,1,1.4459
-0.35626,0.075586,-0.93132,1,0.59861
-0.25678,0.31905,0.91229,1,1.8026
-0.93579,-0.34442,0.075346,1,1.8979
-0.73301,0.43965,-0.51903,1,0.59861
0.21492,0.96139,-0.17188,1,0.59861
0.079811,-0.99497,-0.060542,1,2.6355
0.43078,0.90088,0.053356,1,0.88629
0.13714,-0.98651,-0.089371,1,2.0649
-0.80929,-0.57195,0.13388,1,2.9657
0.19998,0.68881,0.69682,1,0.19315
-0.67112,-0.74005,-0.043831,1,2.4957
-0.48154,-0.84949,0.21561,1,0.59861
0.19998,0.68881,0.69682,1,0.19315
0.43917,-0.59296,0.67493,1,0.59861
-0.82418,-0.56131,-0.075165,1,2.1391
0.87466,-0.41203,-0.25535,1,3.0553
-0.11528,0.12401,-0.98556,1,3.1376
0.19998,0.68881,0.69682,1,0.19315
0.5068,-0.46896,-0.72335,1,0.19315
